PANID,Combined_Pre_Tax_Income_of_HH,Family_Size,HH_RACE,Type_of_Residential_Possession,HH_AGE,HH_EDU,HH_OCC,Age_Group_Applied_to_Male_HH,Education_Level_Reached_by_Male_,Occupation_Code_of_Male_HH,Male_Working_Hour_Code,MALE_SMOKE,Age_Group_Applied_to_Female_HH,Education_Level_Reached_by_Femal,Occupation_Code_of_Female_HH,Female_Working_Hour_Code,FEM_SMOKE,Number_of_Dogs,Number_of_Cats,Children_Group_Code,Marital_Status,Number_of_TVs_Used_by_HH,Number_of_TVs_Hooked_to_Cable,HH_Head_Race__RACE2_,HH_Head_Race__RACE3_,Microwave_Owned_by_HH
1164343,6,2,1,2,4,0,0,6,4,1,3,.,4,6,1,3,.,2,3,8,2,3,3,1,1,1
1164509,7,2,1,2,2,4,1,2,4,1,3,0,2,4,1,3,0,1,0,8,2,2,2,1,1,1
1164525,6,3,1,1,2,5,3,2,4,1,3,.,2,5,3,2,1,0,1,3,1,2,2,1,1,1
1164723,7,2,1,1,3,0,0,1,4,8,3,0,3,6,1,3,1,0,1,8,1,3,2,1,1,1
1164764,11,3,1,2,2,6,13,3,8,1,3,0,2,6,13,1,0,2,2,2,2,1,3,1,1,1
1164772,8,5,1,2,2,5,13,2,4,6,3,0,2,5,13,5,0,0,0,4,2,2,2,1,1,1
1164905,8,1,1,1,3,0,0,7,9,11,7,.,3,6,1,3,.,0,0,8,1,2,.,1,1,.
1164939,8,2,1,2,3,0,0,4,5,1,3,.,3,6,1,3,.,1,4,8,2,2,3,1,1,1
1164954,7,2,1,1,3,6,2,4,4,1,3,0,3,6,2,3,1,0,0,8,1,2,2,1,1,1
1164988,6,3,1,2,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,2,1,4,1,1,1,1
1165050,5,2,1,1,2,0,0,3,4,7,3,0,2,6,1,3,1,0,0,8,1,2,1,5,5,1
1165118,4,4,1,1,1,4,1,7,9,11,7,.,1,4,1,2,0,2,2,1,1,3,3,1,1,1
1165126,3,1,1,2,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,8,2,2,0,1,1,.
1165142,11,2,1,1,2,0,0,7,9,11,7,.,2,6,1,3,.,1,0,8,1,3,3,1,1,1
1165159,7,2,1,2,5,6,1,5,7,1,2,0,5,6,1,2,0,1,0,8,2,2,2,1,1,1
1165191,1,1,1,1,1,3,13,7,9,11,7,.,1,3,13,5,1,0,0,8,1,1,0,1,1,1
1165464,7,1,1,1,1,0,0,7,9,11,7,.,1,6,1,3,.,0,0,8,2,3,.,1,1,.
1165571,11,2,1,2,5,7,13,5,8,2,3,0,5,7,13,5,0,0,0,8,2,2,2,1,1,1
1165696,7,1,1,1,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,8,1,4,4,1,1,1
1165704,2,2,1,1,2,3,1,3,4,1,3,1,2,3,1,3,1,0,0,8,2,1,0,1,1,1
1180018,11,4,1,2,4,7,4,5,7,7,3,.,4,7,4,3,0,2,2,3,2,5,5,1,1,1
1180034,2,1,1,1,6,4,13,7,9,11,7,.,6,4,13,1,1,0,1,8,4,3,3,1,1,1
1180042,2,1,1,1,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,3,1,1,1,1,1
1180083,7,2,1,2,5,6,1,6,6,10,4,0,5,6,1,3,0,1,1,8,2,4,2,1,1,1
1180091,6,2,1,2,6,6,1,7,9,11,7,.,6,6,1,3,0,0,1,8,4,1,1,1,1,1
1180166,4,1,1,2,6,3,13,7,9,11,7,.,6,3,13,1,0,0,0,8,4,3,3,1,1,1
1180224,11,2,1,2,6,7,1,6,7,1,3,0,7,9,11,7,.,2,0,8,4,4,2,1,1,1
1180273,7,2,1,2,5,6,4,6,5,10,4,0,5,6,4,2,0,1,0,8,2,4,4,1,1,1
1180372,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1180489,8,2,1,2,6,4,13,6,4,7,3,0,6,4,13,5,0,1,0,8,2,3,3,1,1,1
1180554,8,3,1,2,5,8,5,5,8,6,3,0,5,8,5,3,0,1,0,8,2,1,1,1,1,1
1180612,7,2,1,2,6,6,10,6,6,3,2,0,6,6,10,4,0,0,0,8,2,1,1,1,1,1
1180729,6,3,1,2,4,4,1,4,4,13,1,1,4,4,1,3,1,0,0,8,2,3,3,2,2,1
1180745,2,1,1,1,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,1,1,1,.
1180836,3,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,1,1,1,1
1180844,12,2,1,2,5,4,4,5,4,1,3,0,5,4,4,3,0,0,1,8,2,3,2,1,1,1
1180968,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,2,2,2,2,1
1180976,3,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,1,1,1,1,1
1180992,11,4,1,2,5,7,13,5,7,2,3,0,5,7,13,5,0,0,1,8,2,5,5,1,1,1
1181016,3,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1181040,3,2,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,4,3,1,1,1
1181099,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,1,1,1,1,1
1181123,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,1,0,1,8,2,4,4,1,1,1
1181172,6,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,4,4,1,1,1
1181214,6,1,1,2,5,4,4,7,9,11,7,.,5,4,4,3,0,0,0,8,3,1,1,1,1,1
1181297,7,2,1,2,6,7,1,6,4,6,2,0,6,7,1,2,0,1,1,8,2,2,2,1,1,1
1181362,5,2,1,2,6,4,13,6,5,10,4,0,6,4,13,5,0,0,0,8,2,2,2,1,1,1
1181438,6,1,1,1,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,2,2,1,1,1
1181453,5,2,1,2,5,3,13,5,4,13,1,0,5,3,13,1,0,1,0,8,2,3,2,6,6,.
1181487,11,3,1,2,5,7,1,3,5,6,3,0,5,7,1,3,0,1,0,3,2,3,3,1,1,1
1181537,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,2,1,1,1,.
1181602,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
1181644,9,5,1,2,4,7,13,4,5,7,3,0,4,7,13,5,0,0,0,3,2,4,4,1,1,1
1181677,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
1182113,5,1,1,2,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,4,3,1,1,1,1
1182121,7,3,1,2,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
1182147,6,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
1182170,6,2,1,2,6,4,10,6,2,10,4,0,6,4,10,4,1,0,0,8,2,1,1,1,1,1
1182279,11,2,1,2,6,5,10,6,6,10,4,0,6,5,10,4,0,1,0,8,2,4,4,1,1,1
1182295,5,3,1,2,5,4,8,6,3,7,3,.,5,4,8,2,.,0,0,8,0,1,1,.,1,1
1182394,9,2,1,2,5,4,10,6,4,10,4,0,5,4,10,4,0,0,0,8,2,2,2,1,1,1
1182519,8,2,1,2,5,6,10,5,6,10,4,0,5,6,10,4,0,0,0,8,2,3,3,1,1,1
1182527,11,4,1,2,4,5,7,5,5,10,4,0,4,5,7,3,0,0,0,3,2,5,5,1,1,1
1182634,9,3,1,2,5,4,4,5,5,4,3,0,5,4,4,3,0,0,0,8,2,3,3,1,1,1
1182667,6,3,1,2,6,4,4,6,4,10,4,0,6,4,4,2,0,0,0,8,2,2,2,.,1,1
1182816,1,1,1,2,6,6,13,7,9,11,7,.,6,6,13,1,0,0,0,8,4,2,1,1,1,1
1182873,6,2,1,1,5,4,3,5,5,9,3,0,5,4,3,2,0,0,1,8,2,1,1,1,1,1
1182881,5,1,1,2,6,8,1,7,9,11,7,.,6,8,1,2,1,1,0,8,4,2,2,1,1,1
1182899,9,2,1,2,5,3,3,5,5,10,4,0,5,3,3,2,0,0,0,8,2,3,3,1,1,1
1183004,1,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
1183053,8,2,1,2,5,5,13,6,7,10,4,0,5,5,13,5,0,0,4,8,2,2,2,1,1,1
1183061,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,3,1,1,1,1
1183079,7,2,1,2,6,4,9,7,9,11,7,.,6,4,9,3,0,0,0,8,1,2,2,1,1,1
1183095,4,2,1,2,6,6,13,6,6,10,4,0,6,6,13,5,0,0,2,8,2,1,1,1,1,1
1183160,7,2,1,2,6,3,10,6,6,10,4,0,6,3,10,4,1,1,0,8,2,2,2,1,1,1
1183277,6,2,1,2,5,4,7,5,5,6,2,0,5,4,7,2,1,1,0,8,2,1,1,1,1,1
1183327,11,2,1,2,5,4,2,5,4,6,3,.,5,4,2,3,0,0,0,8,2,4,3,1,1,1
1183376,7,2,1,2,6,6,4,7,9,11,7,.,6,6,4,3,0,2,0,1,3,4,4,1,1,1
1183491,5,2,1,2,5,5,4,5,6,7,3,1,5,5,4,3,0,1,0,8,2,1,1,1,1,1
1183541,1,2,1,1,6,4,13,6,4,10,4,0,6,4,13,1,0,0,0,8,2,2,1,1,1,.
1183632,6,2,1,1,5,5,3,7,9,11,7,.,5,5,3,3,1,0,1,8,5,2,2,1,1,1
1183715,3,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
1183756,6,2,1,2,5,4,10,6,5,10,4,0,5,4,10,4,0,0,0,8,2,5,2,1,1,1
1183897,6,1,1,1,5,3,2,5,3,2,3,0,7,9,11,7,.,0,0,8,3,2,2,1,1,1
1184028,6,2,1,2,4,4,3,4,4,13,1,1,4,4,3,3,0,0,2,8,2,2,1,1,1,1
1184317,12,2,1,2,5,8,1,5,4,6,3,0,5,8,1,3,0,1,0,8,2,4,4,1,1,1
1184374,5,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,.,1,0,8,4,3,9,1,1,.
1184499,7,2,1,2,5,5,1,5,5,3,3,.,5,5,1,3,0,0,0,8,2,1,1,1,1,1
1184648,5,2,1,2,6,3,10,6,2,10,4,0,6,3,10,4,0,1,0,8,2,2,2,1,1,1
1184655,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
1184788,12,2,1,2,6,7,2,6,7,7,3,0,6,7,2,2,0,0,0,8,2,2,2,1,1,1
1184895,5,1,1,2,4,5,1,7,9,11,7,.,4,5,1,3,1,0,0,8,3,2,2,1,1,1
1185041,9,2,1,2,6,6,10,5,5,10,4,0,6,6,10,4,0,0,0,8,2,5,2,1,1,1
1185116,8,3,1,2,6,5,5,5,4,1,3,0,6,5,5,2,0,1,1,8,2,2,2,1,1,1
1185140,10,3,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,5,5,1,1,1
1185199,12,2,1,2,6,8,10,6,4,10,4,0,6,8,10,4,0,0,2,8,2,3,3,1,1,1
1185264,5,3,1,1,4,5,1,4,4,13,5,0,4,5,1,2,0,1,0,8,2,3,3,1,1,.
1185538,5,1,1,2,5,4,3,7,9,11,7,.,5,4,3,2,0,0,1,8,3,1,1,.,5,1
1185587,10,3,1,2,4,4,1,4,5,6,3,1,4,4,1,3,1,0,0,8,2,3,2,1,1,1
1185595,12,4,1,2,4,6,13,5,7,1,3,0,4,6,13,5,0,0,0,2,2,4,4,1,1,1
1185694,8,2,1,2,4,7,2,5,4,6,3,0,4,7,2,3,1,0,0,8,2,2,2,.,1,1
1185801,8,2,1,2,4,5,1,5,5,5,3,0,4,5,1,3,0,0,0,8,2,5,5,1,1,1
1185819,6,2,1,2,6,3,10,6,4,10,4,0,6,3,10,4,0,0,0,8,2,3,3,1,1,1
1185926,6,3,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,1,2,4,3,3,1,1,1
1186056,7,2,1,2,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,3,3,1,1,1
1186213,7,2,1,2,6,6,10,6,4,10,4,0,6,6,10,4,0,1,0,8,2,3,3,1,1,1
1186247,5,2,3,2,6,5,10,6,8,10,4,0,6,5,10,4,0,1,0,8,2,4,4,97,1,1
1186288,8,2,1,2,5,4,8,6,4,7,2,0,5,4,8,3,0,1,0,8,2,2,1,1,1,1
1186304,6,2,1,2,5,4,10,6,5,10,4,0,5,4,10,4,0,0,0,8,2,1,1,1,1,1
1186346,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
1186361,6,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,2,2,1,1,.
1186544,8,1,1,2,5,8,1,7,9,11,7,.,5,8,1,3,0,0,0,8,5,2,2,1,1,1
1186775,7,2,1,2,6,4,10,6,5,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1186809,10,2,1,2,5,4,4,5,8,1,3,0,5,4,4,2,0,0,1,8,2,3,3,1,1,1
1186981,6,2,1,2,5,4,10,5,4,10,4,0,5,4,10,4,1,0,0,8,2,3,3,1,1,1
1187062,8,2,1,2,5,7,1,4,7,1,3,1,5,7,1,3,0,2,0,8,2,4,4,1,1,1
1187203,11,2,1,2,5,5,2,5,3,10,4,.,5,5,2,3,0,0,0,8,4,5,5,1,1,1
1187344,1,1,1,1,6,2,10,7,9,11,7,.,6,2,10,4,0,0,1,8,1,2,2,1,1,1
1187377,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
1187419,8,2,1,2,6,5,10,6,4,3,3,0,6,5,10,4,1,0,0,8,2,3,3,1,1,1
1187443,7,2,1,2,6,4,4,6,4,10,4,0,6,4,4,2,0,0,0,8,2,4,4,1,1,1
1187500,4,2,1,2,6,7,4,6,3,13,1,0,6,7,4,2,0,0,0,8,2,2,2,1,1,1
1187567,7,2,1,2,6,7,10,6,7,10,4,0,7,9,11,7,.,0,0,8,3,2,2,1,1,1
1187757,1,2,1,2,5,6,10,6,7,10,4,0,5,6,10,4,0,0,0,8,2,3,3,1,1,1
1187773,11,2,1,2,4,7,3,5,7,3,3,0,4,7,3,2,0,0,1,8,2,3,3,1,1,1
1187799,7,3,1,2,5,5,3,5,4,9,3,0,5,5,3,3,0,0,2,8,2,4,4,1,1,1
1187831,5,3,1,2,5,5,13,7,9,11,7,.,5,5,13,6,0,0,1,8,3,4,4,1,1,1
1187880,6,1,1,2,4,5,1,7,9,11,7,.,4,5,1,3,1,0,1,8,1,2,2,1,1,1
1187922,8,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1188136,11,3,1,2,5,4,13,5,7,10,4,0,5,4,13,5,0,0,1,8,2,3,1,1,1,1
1188151,4,2,1,1,6,4,13,6,4,13,1,0,6,4,13,1,0,0,1,8,2,2,2,1,1,1
1188250,5,2,1,2,6,8,10,6,8,10,4,0,6,8,10,4,0,0,0,8,2,4,4,1,1,1
1188276,7,3,1,1,4,4,4,7,9,11,7,.,4,4,4,3,1,0,0,8,3,2,2,1,1,1
1188326,5,1,1,1,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,1,1,1,1,1
1188524,8,3,1,2,4,6,6,4,4,2,3,0,4,6,6,3,0,1,1,8,2,3,3,1,1,1
1188581,6,6,1,2,6,6,1,6,5,1,3,.,6,6,1,2,.,3,0,8,0,3,3,.,1,1
1188748,11,2,1,2,5,7,10,6,7,10,4,0,5,7,10,4,0,0,0,8,2,3,3,1,1,1
1188961,3,4,1,2,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,2,4,2,1,1,1,1
1188995,5,2,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,1,0,8,4,2,1,1,1,1
1189019,9,2,1,2,5,6,1,5,7,4,3,1,5,6,1,2,0,0,0,8,2,3,3,1,1,1
1189027,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,1,0,8,4,2,2,1,1,1
1189209,4,2,1,2,6,4,13,7,9,11,7,.,6,4,13,1,0,0,1,8,4,2,2,1,1,1
1189217,11,2,1,2,6,6,13,6,6,10,4,0,6,6,13,5,0,0,0,8,2,3,3,1,1,1
1189233,10,2,1,2,4,6,1,5,6,6,3,0,4,6,1,3,0,0,0,8,2,2,2,1,1,1
1189290,11,2,1,2,5,7,1,5,7,1,3,0,7,9,11,7,.,0,0,8,2,3,3,1,1,1
1189340,10,2,1,2,5,7,10,5,7,1,3,0,5,7,10,4,0,0,0,8,2,1,1,1,1,.
1189365,10,3,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,4,4,1,1,1
1189423,4,2,1,1,6,5,1,6,4,10,4,0,6,5,1,2,0,0,0,8,2,1,1,1,1,1
1189498,9,2,1,1,4,7,2,4,7,7,3,0,4,7,2,3,0,0,0,8,2,2,2,1,1,1
1189597,5,1,1,2,5,4,10,7,9,11,7,.,5,4,10,4,0,0,2,8,1,4,4,1,1,1
1189605,5,1,1,2,6,5,10,6,5,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
1189639,4,1,1,2,5,6,1,7,9,11,7,.,5,6,1,2,0,1,0,8,4,4,4,1,1,1
1189746,1,1,1,2,5,5,10,7,9,11,7,.,5,5,10,4,1,0,0,8,3,2,2,1,1,1
1189753,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1189811,7,2,1,2,5,3,10,6,4,4,3,0,5,3,10,4,0,1,0,8,2,2,2,1,1,1
1189829,6,4,1,1,5,4,4,6,7,13,1,0,5,4,4,3,1,2,2,8,2,2,2,1,1,1
1189886,9,1,1,2,5,6,1,7,9,11,7,.,5,6,1,2,0,0,1,8,4,3,3,1,1,1
1189993,6,2,1,2,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,3,3,1,1,1
1190009,6,2,1,2,6,4,10,6,6,10,4,0,6,4,10,4,0,0,1,8,2,2,2,1,1,1
1190033,5,1,1,2,5,5,4,7,9,11,7,.,5,5,4,3,0,0,1,8,4,1,1,1,1,1
1190066,3,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,1,0,8,1,1,2,1,1,1
1190124,1,1,1,2,6,3,13,7,9,11,7,.,6,3,13,5,0,0,0,8,3,2,2,2,2,1
1190470,1,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,4,4,1,1,1
1190512,3,2,1,1,4,6,10,0,4,1,3,.,4,6,10,4,.,0,1,8,2,2,2,.,1,1
1190629,6,2,1,2,6,4,3,6,7,2,3,0,6,4,3,3,1,0,0,8,2,4,4,.,1,1
1190637,2,3,1,1,5,3,13,4,4,13,1,1,5,3,13,1,1,1,1,8,3,3,2,1,1,1
1190660,9,2,1,2,5,8,1,5,6,7,3,0,5,8,1,2,0,4,0,8,2,2,2,1,1,1
1190686,11,4,1,2,3,5,1,3,4,6,3,0,3,5,1,3,0,4,0,3,2,4,1,1,1,1
1190744,10,1,1,2,5,5,1,7,9,11,7,.,5,5,1,3,0,0,1,8,3,3,3,1,1,1
1190751,6,2,1,2,6,4,13,6,4,10,4,0,6,4,13,5,0,0,0,8,2,1,1,1,1,1
1190777,9,2,1,2,4,4,4,6,6,10,4,1,4,4,4,3,0,0,0,8,2,5,5,1,1,1
1190850,4,1,1,1,5,6,6,7,9,11,7,.,5,6,6,3,1,0,0,8,3,2,1,1,1,1
1191007,3,2,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
1191098,11,2,1,2,5,4,1,5,4,1,3,0,5,4,1,3,0,0,1,8,2,4,2,1,1,1
1191197,6,2,1,2,6,8,10,6,8,10,4,1,6,8,10,4,0,0,1,8,2,2,1,1,1,1
1191239,4,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,1,1,1,.
1191353,10,3,1,2,4,8,1,5,8,1,3,0,4,8,1,2,0,1,4,8,2,4,4,1,1,1
1191429,4,1,1,1,6,3,10,7,9,11,7,.,6,3,10,4,0,0,1,8,4,1,1,1,1,1
1191510,10,2,1,2,5,5,1,5,7,1,3,0,5,5,1,3,0,1,2,8,2,5,5,1,1,1
1191676,3,3,1,1,6,4,13,6,3,10,4,0,6,4,13,5,0,0,1,8,2,3,3,1,1,1
1191692,7,3,1,2,5,6,3,5,7,3,3,0,5,6,3,3,0,1,5,8,2,4,4,1,1,1
1191809,4,3,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,2,1,8,4,4,4,1,1,1
1191825,1,1,1,1,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,1,1,1,1,1
1191874,5,2,1,2,4,6,8,3,4,1,3,.,4,6,8,3,1,0,2,8,3,3,3,1,1,1
1191957,9,2,1,2,4,6,4,5,6,2,3,0,4,6,4,3,0,2,4,8,2,6,4,1,1,1
1192013,8,3,1,2,4,6,1,4,4,1,3,0,4,6,1,3,0,1,2,8,2,2,2,1,1,1
1192054,12,4,1,2,4,8,1,5,7,2,3,0,4,8,1,2,0,0,1,8,2,2,2,1,1,1
1192088,10,2,1,2,4,6,1,5,6,6,3,0,4,6,1,2,0,0,5,8,2,2,2,1,1,1
1192245,12,2,1,2,5,8,1,5,6,10,4,0,5,8,1,3,0,0,0,8,2,2,2,1,1,1
1192500,7,2,1,2,6,6,10,6,5,10,4,0,6,6,10,4,0,0,0,8,2,1,1,1,1,1
1192773,4,1,1,2,5,4,10,7,9,11,7,.,5,4,10,4,0,0,1,8,3,2,2,1,1,1
1192872,10,2,1,2,5,5,13,5,6,2,3,0,5,5,13,5,0,1,0,8,2,2,2,1,1,1
1193003,6,2,1,2,6,7,10,6,5,10,4,0,6,7,10,4,0,0,2,8,2,3,3,1,1,1
1193011,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
1193060,7,2,1,2,6,4,4,6,5,1,2,0,6,4,4,2,0,0,0,8,2,2,2,1,1,1
1193102,6,1,1,1,5,4,10,7,9,11,7,.,5,4,10,3,0,0,1,8,4,1,1,1,1,.
1193169,6,2,1,2,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
1193219,3,3,1,1,5,3,13,6,2,10,4,1,5,3,13,5,1,0,0,8,2,2,2,1,1,1
1193441,6,2,1,2,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,1,2,1,1,1
1193474,4,3,1,2,6,5,13,6,4,10,4,0,6,5,13,5,0,1,2,8,2,2,2,1,1,1
1193508,8,4,1,2,5,8,10,5,4,4,3,1,5,8,10,4,0,0,2,8,2,2,2,1,1,1
1193516,11,2,1,2,5,7,1,4,7,6,3,0,5,7,1,3,0,0,0,8,3,2,2,1,1,1
1193599,8,2,1,2,6,5,1,6,8,3,3,0,6,5,1,2,0,0,1,8,2,3,3,1,1,1
1193631,8,2,1,2,6,7,10,6,8,10,4,0,6,7,10,4,0,0,0,8,2,4,4,1,1,1
1193706,4,4,1,1,6,4,10,6,4,10,4,0,6,4,10,4,1,0,1,8,2,4,4,1,1,1
1194118,8,2,1,2,5,6,4,5,5,6,3,0,5,6,4,3,0,0,2,8,2,2,3,1,1,1
1194159,1,4,1,2,6,3,13,6,3,13,1,.,6,3,13,1,.,0,0,8,0,2,2,.,1,.
1194266,2,1,1,2,6,5,13,7,9,11,7,.,6,5,13,1,0,0,1,8,4,3,3,1,1,1
1194399,7,1,1,1,4,6,4,7,9,11,7,.,4,6,4,3,0,0,1,8,1,3,3,1,1,1
1194506,11,3,1,2,4,8,1,5,6,7,3,0,4,8,1,3,0,0,2,8,2,2,1,1,1,1
1194555,10,2,1,2,6,5,1,5,3,7,3,0,6,5,1,2,0,0,1,8,2,2,2,1,1,1
1194589,11,2,1,2,5,8,1,5,7,1,3,0,5,8,1,3,0,0,1,8,2,4,4,1,1,1
1194621,8,1,1,2,5,8,1,7,9,11,7,.,5,8,1,3,0,1,1,8,4,1,1,1,1,1
1194639,8,2,1,2,6,4,10,6,8,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
1194647,3,1,1,1,6,3,8,7,9,11,7,.,6,3,8,2,.,0,1,8,3,0,0,.,1,.
1194662,6,1,1,2,6,8,1,7,9,11,7,.,6,8,1,2,0,0,0,8,4,1,1,1,1,1
1194720,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,.
1194837,7,2,1,2,6,7,10,6,6,10,4,0,6,7,10,4,0,0,2,8,2,2,3,1,1,1
1195057,3,2,1,2,6,3,7,7,9,11,7,.,6,3,7,2,1,0,1,8,4,4,4,1,1,1
1195131,4,4,1,2,4,7,2,7,9,11,7,.,4,7,2,2,0,0,1,3,3,4,4,1,1,1
1195149,2,2,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,2,1,8,4,1,1,1,1,1
1195156,6,2,1,1,6,3,9,7,9,11,7,.,6,3,9,2,0,0,0,8,4,2,1,1,1,1
1195339,10,2,1,2,5,7,1,4,8,1,3,0,5,7,1,2,0,0,2,8,2,2,2,1,1,1
1195503,7,2,1,2,5,4,2,6,4,10,4,0,5,4,2,3,0,0,0,8,2,2,2,1,1,1
1195578,7,3,1,2,5,5,13,5,4,6,3,0,5,5,13,1,0,0,3,8,2,3,3,1,1,1
1196162,8,1,1,2,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,4,3,1,1,1
1196220,7,2,1,2,6,4,4,6,8,10,4,0,6,4,4,3,0,0,2,8,2,4,4,1,1,1
1196287,11,4,1,2,5,7,1,5,7,10,4,0,5,7,1,3,0,0,0,8,2,1,1,1,1,1
1196394,12,2,1,2,4,7,1,4,8,1,3,0,4,7,1,3,0,0,0,8,2,2,2,1,1,1
1196444,12,5,1,2,4,6,1,4,6,1,3,0,4,6,1,3,0,1,0,8,2,4,4,1,1,1
1196451,8,2,1,2,5,6,3,5,7,6,3,.,5,6,3,3,0,0,2,8,2,2,1,1,1,1
1196535,11,2,1,2,4,6,2,5,5,10,4,0,4,6,2,3,0,1,1,8,3,3,3,1,1,1
1196550,11,5,1,2,4,6,1,4,4,2,3,0,4,6,1,3,0,1,1,8,2,4,2,1,1,1
1196584,10,2,1,2,5,6,1,5,4,1,3,1,5,6,1,3,0,0,0,8,2,3,3,2,2,1
1196626,11,2,1,2,5,8,1,6,4,10,4,0,5,8,1,3,0,1,0,8,2,2,2,1,1,1
1196642,1,3,1,2,4,5,4,5,5,4,3,0,4,5,4,3,0,0,0,8,2,6,6,1,1,1
1196758,8,2,1,2,5,6,4,7,9,11,7,.,5,6,4,3,0,0,0,8,3,2,2,1,1,1
1196766,10,2,1,2,5,6,2,5,6,2,3,1,5,6,2,3,0,0,1,8,2,4,4,1,1,1
1196808,11,4,1,2,5,5,3,5,7,3,3,0,5,5,3,2,0,0,1,8,2,5,5,1,1,1
1197178,4,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,1,1,1,1,.
1197236,6,2,1,1,5,4,7,7,9,11,7,.,5,4,7,3,1,0,0,8,3,2,1,1,1,1
1197244,8,4,1,2,4,6,13,5,5,13,1,0,4,6,13,1,0,1,1,8,2,5,5,1,1,1
1197384,7,4,1,2,4,4,1,5,5,6,3,0,4,4,1,2,0,0,0,8,2,1,1,1,1,1
1197459,7,2,1,2,5,4,13,5,3,10,4,0,5,4,13,5,0,0,0,8,2,2,2,1,1,1
